RELATÓRIO DE SERVIDORES IPTV - 19/01/2026 18:51
Baseado apenas nos arquivos da pasta: Listas-Downloaded
====================================================================================================
NOME DO ARQUIVO                                    | SERVIDOR BASE IDENTIFICADO
HAVOK_TV_-_OMEGA_-__[Teste_04h]_-_Omega_[19-01-..  | http://fontez.cc:80
HAVOK_TV_-_OMEGA_-__[Teste_04h]_-_Omega_[19-01-..  | http://fontez.cc:80
HAVOK_TV_-_ORION_-__[Teste_04h]_-_Orion_[19-01-..  | http://x25.acxll.shop:80
HAVOK_TV_-_ORION_-__[Teste_04h]_-_Orion_[19-01-..  | http://x25.acxll.shop:80
HAVOK_TV_-_SHAZAM_-__[Teste_04h]_-_Shazam_[19-0..  | http://cdn.andromedaz.site:80
HAVOK_TV_-_SHAZAM_-__[Teste_04h]_-_Shazam_[19-0..  | http://cdn.andromedaz.site:80
HAVOK_TV_-_TIGER_-__[Teste_06h]_-_Tiger_[19-01-..  | http://38.147.106.155:80
HAVOK_TV_-_TIGER_-__[Teste_06h]_-_Tiger_[19-01-..  | http://38.147.106.155:80
HAVOK_TV_-_VORNAK_-__[Teste_04h]_-_Vornak_[19-0..  | http://dstreaming.win:80
HAVOK_TV_-_VORNAK_-__[Teste_04h]_-_Vornak_[19-0..  | http://dstreaming.win:80
HAVOK_TV_-_ZAYDA_-__[Teste_04h]_-_Zayda_[19-01-..  | http://cdn.serversnetuno.site:80
HAVOK_TV_-_ZAYDA_-__[Teste_04h]_-_Zayda_[19-01-..  | http://cdn.serversnetuno.site:80
INVICTOS_EXTREME_-_[19-01-2026_01h12].m3u          | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-__TESTE_COMPLETO_COM_ADULTOS_..  | http://sourceopbx.sbs:80
INVICTOS_EXTREME_-__TESTE_COMPLETO_SEM_ADULTOS_..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_SEM_ADULTOS_[1..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-_TESTE_COMPLETO_SEM_ADULTOS_[1..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-__TESTE_COMPLETO_-_SMART_TVS_(..  | http://sourceopbx.sbs:80
